arm,seed,step,loss,best_so_far,epsilon,sigma,timestep_fs,stable,violations
llm_only_relocated,8,22,0.15988443729109553,0.15988443729109553,5.235,0.551,14.5,True,
llm_only_relocated,8,23,0.15870270026079333,0.15870270026079333,5.235,0.5515,15.0,True,
llm_only_relocated,8,24,0.15676089785732017,0.15676089785732017,5.235,0.552,16.0,True,
llm_only_relocated,8,25,0.155310615849766,0.155310615849766,5.235,0.5525,18.0,True,
llm_only_relocated,8,26,0.15751008099936903,0.155310615849766,5.235,0.553,20.0,True,
llm_only_relocated,8,27,0.15590144271661313,0.155310615849766,5.24,0.5528,18.5,True,
llm_only_relocated,8,28,0.1562401818153595,0.155310615849766,5.238,0.553,19.0,True,
llm_only_relocated,8,29,0.15630828683287865,0.155310615849766,5.235,0.5535,17.5,True,
llm_only_relocated,8,30,0.15641012632850967,0.155310615849766,5.237,0.554,18.0,True,
llm_only_relocated,8,31,0.1552944769866514,0.1552944769866514,5.236,0.5527,18.2,True,
llm_only_relocated,8,32,0.15558132971570832,0.1552944769866514,5.236,0.5528,18.3,True,
llm_only_relocated,8,33,0.1553393288534482,0.1552944769866514,5.236,0.5529,18.0,True,
llm_only_relocated,8,34,0.15519915217000205,0.15519915217000205,5.236,0.5529,18.2,True,
llm_only_relocated,8,35,0.1555640101798639,0.15519915217000205,5.236,0.553,18.5,True,
llm_only_relocated,9,1,0.4997794314578866,0.4997794314578866,3.6,0.47,20.0,True,
llm_only_relocated,9,2,0.4839689880876204,0.4839689880876204,4.6,0.45,20.0,True,
llm_only_relocated,9,3,0.6311446321689661,0.4839689880876204,5.4,0.435,20.0,True,
llm_only_relocated,9,4,0.41498148279108554,0.41498148279108554,4.2,0.465,20.0,True,
llm_only_relocated,9,5,0.40168804852267825,0.40168804852267825,4.2,0.47,20.0,True,
llm_only_relocated,9,6,0.3391510805880669,0.3391510805880669,4.2,0.51,20.0,True,
llm_only_relocated,9,7,0.31902048837726404,0.31902048837726404,4.2,0.55,20.0,True,
llm_only_relocated,9,8,0.41588855715343903,0.31902048837726404,4.2,0.585,20.0,True,
llm_only_relocated,9,9,0.5423292978611772,0.31902048837726404,3.3,0.555,20.0,True,
llm_only_relocated,9,10,0.20380852526066867,0.20380852526066867,5.0,0.56,20.0,True,
llm_only_relocated,9,11,0.1995200613523022,0.1995200613523022,5.4,0.57,20.0,True,
llm_only_relocated,9,12,0.24690324809420064,0.1995200613523022,5.7,0.575,20.0,True,
llm_only_relocated,9,13,0.19477980585179822,0.19477980585179822,5.2,0.565,20.0,True,
llm_only_relocated,9,14,0.21651543305564142,0.19477980585179822,5.3,0.57,12.0,True,
llm_only_relocated,9,15,0.21640029077965148,0.19477980585179822,5.2,0.575,20.0,True,
llm_only_relocated,9,16,0.2118821246044203,0.19477980585179822,5.1,0.57,20.0,True,
llm_only_relocated,9,17,0.20799964049785302,0.19477980585179822,5.25,0.572,20.0,True,
llm_only_relocated,9,18,0.18150442585244478,0.18150442585244478,5.3,0.56,20.0,True,
llm_only_relocated,9,19,0.19492763288207754,0.18150442585244478,5.4,0.555,20.0,True,
llm_only_relocated,9,20,0.19016187272005924,0.18150442585244478,5.35,0.562,20.0,True,
llm_only_relocated,9,21,0.1908775722924207,0.18150442585244478,5.3,0.565,20.0,True,
llm_only_relocated,9,22,0.18092084397835337,0.18092084397835337,5.3,0.558,20.0,True,
llm_only_relocated,9,23,0.20525126764472648,0.18092084397835337,5.3,0.558,25.0,True,
llm_only_relocated,9,24,0.18208973502792,0.18092084397835337,5.32,0.554,20.0,True,
llm_only_relocated,9,25,0.17985652227617532,0.17985652227617532,5.3,0.556,20.0,True,
llm_only_relocated,9,26,0.17410076630057883,0.17410076630057883,5.27,0.557,19.0,True,
llm_only_relocated,9,27,0.17493554680035767,0.17410076630057883,5.28,0.5565,18.0,True,
llm_only_relocated,9,28,0.17433703106405382,0.17410076630057883,5.26,0.5575,19.0,True,
llm_only_relocated,9,29,0.1734510926365912,0.1734510926365912,5.265,0.5572,19.0,True,
llm_only_relocated,9,30,0.17750174560443643,0.1734510926365912,5.24,0.5585,19.0,True,
llm_only_relocated,9,31,0.17624340912782055,0.1734510926365912,5.285,0.5565,19.0,True,
llm_only_relocated,9,32,0.17440378950613805,0.1734510926365912,5.27,0.5572,19.0,True,
llm_only_relocated,9,33,0.1736650378361907,0.1734510926365912,5.27,0.5568,18.5,True,
llm_only_relocated,9,34,0.1744867742968485,0.1734510926365912,5.275,0.5568,18.5,True,
llm_only_relocated,9,35,0.1739212075670945,0.1734510926365912,5.268,0.5572,19.0,True,
